,Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
336,True,True,Gemeindewerke Krauchenwies,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-krauchenwies.de/site/Krauchenwies-Gemeindewerke/search/14698674/Lde/index.html?viewSecurityToken=96fc24256e6282d5ea56d7e860b84da272753836&page=1&sort=mimetype&order=desc&query=stromkennzeichnung&_sectionFilter=on&exclusionWords=&finishParam=%7B%27page%27%3A%271%27%7D,nicht aktuell,,,,,,A,x,,,,,,,,,
337,True,True,Gemeindewerke Krickenbach c/o Stadtwerke Kaiserslautern Versorgungs-AG,7.10%,26.60%,12.30%,1.00%,52.90%,0.10%,100.00%,39.90%,15.07%,56.48%,26.11%,2.12%,0.21%,84.71%,295.0,0.0002,626.326963906582,https://www.swk-kl.de/de/privatkunden/produkte-leistungen/strom/energietraegermix.html,,Burgstraße 11,67659,Kaiserslautern,https://www.swk-kl.de,,A,x,,,,,,,,,
338,True,True,Gemeindewerke Lam,10.40%,27.40%,9.80%,1.40%,50.90%,0.10%,100.00%,38.60%,21.18%,55.80%,19.96%,2.85%,0.20%,78.62%,328.0,0.0003,668.024439918534,http://www.markt-lam.de/Dox.aspx?docid=1da01b38-1ac2-438d-98d6-2b7de5bb1c44,,,,,,,A,x,,,,,,,,,
339,True,True,Gemeindewerke Leck GmbH,4.20%,0.00%,0.00%,18.30%,52.90%,24.60%,100.00%,18.30%,8.92%,0.00%,0.00%,38.85%,52.23%,38.85%,149.0,0.0001,316.348195329087,https://www.gemeindewerke-leck.de/fileadmin/media/Strom/_2018_Stromkennzeichnung_Leck.pdf,FEHLER Kohle und sonstige Fossile zusammengefasst,Büllsbüller Chaussee 7,25917,Leck,https://www.sw-nf.de,,A,x,,,,,,,,,
340,True,True,Gemeindewerke Markt Lichtenau,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://gemeindewerke.markt-lichtenau.de/stromvertrieb/veroeffentlichungen/,,Ansbacher Straße 11,91586,Lichtenau,https://gemeindewerke.markt-lichtenau.de,,R?,,Gesellschafter und Mitglied der Kooperationsgesellschaft fränkischer Elektrizitätswerke mbH,?,,,,,RenewablePLUS,,
341,True,True,Gemeindewerke Markt Stockstadt am Main,18.10%,22.20%,5.70%,0.90%,52.90%,0.10%,99.90%,28.80%,38.43%,47.13%,12.10%,1.91%,0.21%,61.15%,243.0,0.0005,515.923566878981,https://www.stockstadt-am-main.de/eigene_dateien/online/2/2018/november/stromkennzeichnung_2019_neu.pdf,,,,,,,A,x,,,,,,,,,
342,True,True,Gemeindewerke Münchweiler AöR,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gw-muenchweiler.de/index.php?view=content&ID_NODE_VIEW=1&ID_NODE_VIEW2=97&ID_NODE_AKTIV=101&wsp=Strom&sub_hcolor=d10000,nicht aktuell,,,,,,A,x,,,,,,,,,
343,True,True,Gemeindewerken Bovenden GmbH & Co. KG,1.40%,4.30%,1.40%,0.20%,52.90%,39.70%,99.90%,5.90%,2.97%,9.13%,2.97%,0.42%,84.29%,12.53%,51.0,0.0,108.28025477706998,https://www.gemeindewerke-bovenden.de/strom/stromkennzeichnung/,,Rathausplatz 1,37120,Bovenden,https://www.gemeindewerke-bovenden.de,,A,x,,,,,,,,,
344,True,True,Gemeindewerke Neuendettelsau,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gw-neuendettelsau.de/showpage.php?SiteID=59&lang=1,nicht aktuell,Johann-Flierl-Str. 19,91564,Neuendettelsau,https://www.gw-neuendettelsau.de,,A,x,,,,,,,,,
345,True,True,Gemeindewerke Niefern-Öschelbronn,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.niefern-oeschelbronn.de/gemeindewerke/stromvertrieb/,nicht aktuell,Friedenstraße 11,75223,Niefern-Öschelbronn,https://www.niefern-oeschelbronn.de,,A,x,,,,,,,,,
346,True,True,Gemeindewerke Nüdlingen,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.nuedlingen.de/gemeindewerke/stromversorgung/index.html,,Kissinger Str. 1,97720,Nüdlingen,https://www.nuedlingen.de,,R?,,,?,,,,,Naturstrom Wasser und Wald PLUS,,
347,True,True,Gemeindewerke Nümbrecht GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gwn24.de/strom/strommix/,,Schulstraße 4,51588,Nümbrecht,https://www.gwn24.de,,R?,,,?,,,,,RenewablePLUS,,
348,True,True,Gemeindewerke Oberaudorf Elektrizitäts- und Wasserwerk,8.50%,26.20%,9.80%,1.60%,52.90%,1.00%,100.00%,37.60%,18.05%,55.63%,20.81%,3.40%,2.12%,79.83%,307.0,0.0002,651.804670912951,http://www.gemeindewerke-oberaudorf.de/strom/veroeffentlichungen/stromkennzeichnung_gem_42_EnWG_2018.pdf,,Kranzhornstraße 2,83080,Oberaudorf,http://www.gemeindewerke-oberaudorf.de,,A,x,,,,,,,,,
349,True,True,Gemeindewerke Oberhaching GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.oberhachinger-strom.de/oberhachinger-strom/stromkennzeichnung/,nicht aktuell,Alpenstraße 11,82041,Oberhaching,https://www.gemeindewerke-oberhaching.de/,,A,x,,,,,,,,,
350,True,True,Gemeindewerke Partenstein,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.vg-partenstein.de/seite/vg/spessart/1165/-/Stromkennzeichnung_2016.html,nicht aktuell,Hauptstrasse 24,97846,Partenstein,https://www.vg-partenstein.de,,A,x,,,,,,,,,
351,True,True,Gemeindewerke Peiner Land GmbH & Co.KG,2.40%,5.50%,1.20%,0.20%,52.90%,37.80%,100.00%,6.90%,5.10%,11.68%,2.55%,0.42%,80.25%,14.65%,57.0,0.0001,121.019108280255,https://www.gemeindewerke-peinerland.de/privatkunden/produkte-tarife/strom/strom-pe-lk/stromkennzeichnung-gemeindewerke-peine-land.html,,Woltorfer Straße 64,31224,Peine,https://www.gemeindewerke-peinerland.de/,,A,x,,,,,,,,,
352,True,True,Gemeindewerke Peißenberg KU,7.00%,27.50%,6.30%,0.70%,52.90%,5.60%,100.00%,34.50%,14.86%,58.39%,13.38%,1.49%,11.89%,73.25%,306.0,0.0002,649.6815286624201,https://www.gemeindewerke-peissenberg.de/strom-vertrieb/stromkennzeichnung/energietraegermix-und-umweltauswirkungen.html,,Forster Str. 19,82380,Peißenberg,https://www.gemeindewerke-peissenberg.de,,A,x,,,,,,,,,
353,True,True,Gemeindewerke Pleinfeld,9.70%,26.50%,9.30%,0.90%,52.90%,0.60%,99.90%,36.70%,20.59%,56.26%,19.75%,1.91%,1.27%,77.92%,292.0,0.0003,619.957537154989,https://www.gw-pleinfeld.de/images/content/Stromkennzeichnung%202017.jpg,,Marktplatz 11,91785,Pleinfeld,https://www.gw-pleinfeld.de,,A,x,,,,,,,,,
354,True,True,Gemeindewerke Rückersdorf,8.10%,22.10%,7.70%,0.80%,52.90%,8.50%,100.10%,30.60%,17.20%,46.92%,16.35%,1.70%,18.05%,64.97%,243.0,0.0002,515.923566878981,https://gemeindewerke.rueckersdorf.de/fileadmin/Dateien/Dateien/Strom_Veroeffentlichungen/2017_Stromkennzeichnung_nach____42_EnWG.pdf,,Brunnenweg 9,90607,Rückersdorf,https://gemeindewerke.rueckersdorf.de,,A,x,,,,,,,,,
355,True,True,Gemeindewerke Ruppichteroth,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://gemeindewerkeruppichteroth.de/,nicht vorhanden,,,,,,A,x,,,,,,,,,
356,True,True,Gemeindewerke Schönkirchen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.gemeindewerke-schoenkirchen.de/fileadmin/user_upload/GWS_Energiemix_2018_neu.pdf,FEHLER fehlerhafte Kennzeichnung,Dorfstraße 4,24232,Schönkirchen,https://gemeindewerke-schoenkirchen.de,,A,x,,?,,,,,RenewablePLUS,,
357,True,True,Gemeindewerke Schutterwald,9.50%,27.30%,8.10%,1.70%,52.90%,0.50%,100.00%,37.10%,20.17%,57.96%,17.20%,3.61%,1.06%,78.77%,306.0,0.0003,649.6815286624201,https://www.gemeindewerke-schutterwald.de/fileadmin/Dateien/Dateien/Stromkennzeichnung_Internet_2017.pdf,,Rathaus,77746,Schutterwald,https://www.gemeindewerke-schutterwald.de,,A,x,,,,,,,,,
358,True,True,Gemeindewerke Schwarzenbruck GmbH,4.30%,12.40%,4.50%,0.60%,52.90%,25.30%,100.00%,17.50%,9.13%,26.33%,9.55%,1.27%,53.72%,37.15%,141.0,0.0001,299.363057324841,https://www.feucht-gw.de/fileadmin/FE_User/Dateien/GWS/Strom/Stromvertrieb/Formulare__Hilfen/Stromkennzeichnung_GWS_2017.pdf,,Unterer Zeidlerweg 1,90537,Feucht,https://www.feucht-gw.de,,A,x,,,,,,,,,
359,True,True,Gemeindewerke Sinzheim,8.50%,26.10%,9.80%,1.60%,52.90%,1.10%,100.00%,37.50%,18.05%,55.41%,20.81%,3.40%,2.34%,79.62%,306.0,0.0002,649.6815286624201,http://www.gw-sinzheim.de/pdf.php3?id=f2f637dbdcfc4517972ea5d13a869fbf,,Müllhofener Str. 22,76547,Sinzheim,https://www.gw-sinzheim.de/,,A,x,,,,,,,,,
360,True,True,Gemeindewerke St. Michel-Energie GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-st-michel.de/dithmarschenstrom.html,nicht aktuell,,,,,,A,x,,,,,,,,,
361,True,True,Gemeindewerke Stammbach,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.gemeindewerke-stammbach.de/xist4c/download/web/Stromkennzeichnung2018_uplId_7699__coId_2233_.pdf;jsessionid=927869859B5C337310484A66FE4105E8,,Rathausstraße 7,95236,Stammbach,https://www.gemeindewerke-stammbach.de,,R?,,,,,,,,,,
362,True,True,Gemeindewerke Steinhagen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gs-werke.de/strom/download,nicht aktuell,Westernkamp 12,33803,Steinhagen,https://www.gs-werke.de,,A,x,,,,,,,,,
363,True,True,Gemeindewerke Steißlingen,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.steisslingen.de/gemeindewerke/stromtarife/,nicht aktuell,Schulstr. 19,78256,Steißlingen,https://www.steisslingen.de,,A,x,,,,,,,,,
364,True,True,Gemeindewerke Stelzenberg c/o Stadtwerke Kaiserslautern Versorgungs-AG,8.70%,28.70%,8.50%,1.30%,52.80%,0.00%,100.00%,38.50%,18.43%,60.81%,18.01%,2.75%,0.00%,81.57%,314.0,0.0002,665.254237288136,https://www.swk-kl.de/no_cache/de/unternehmen/ver-entsorger-gemeinden/gemeindewerke/stelzenberg.html,,Pirmasenser Straße 62,67655,Kaiserslautern,https://www.swk-kl.de,,A,x,,,,,,,,,
365,True,True,Gemeindewerke Stockelsdorf GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gemeindewerke-stockelsdorf.de/preise-56.html,,Marienburgstraße 7,23617,Stockelsdorf,https://www.gemeindewerke-stockelsdorf.de,,R?,,,,,,,,purepowerTrue (TÜV süd),,
366,True,True,Gemeindewerke Taufkirchen (Vils) GmbH & Co. KG,8.80%,26.70%,9.90%,1.60%,51.80%,1.20%,100.00%,38.20%,18.26%,55.39%,20.54%,3.32%,2.49%,79.25%,312.0,0.0002,647.302904564315,https://www.gemeindewerke-taufkirchen.de/fileadmin/uploads/Dokumente_pdf/Diagramme_Stromkennzeichnung_2018-11-01_GWT.pdf,,Rathausplatz 1,84416,Taufkirchen (Vils),https://www.gemeindewerke-taufkirchen.de,,A,x,,,,,,,,,
367,True,True,Gemeindewerke Thüngen,10.70%,15.90%,3.70%,0.60%,52.90%,16.20%,100.00%,20.20%,22.72%,33.76%,7.86%,1.27%,34.39%,42.89%,173.0,0.0003,367.303609341826,http://www.markt-thuengen.de/kommunale/strom/stromkennzeichnung.pdf,,,,,,,A,x,,,,,,,,,
368,True,True,Gemeindewerke Umkirch GmbH,0.00%,0.00%,24.30%,0.00%,52.90%,22.80%,100.00%,24.30%,0.00%,0.00%,51.59%,0.00%,48.41%,51.59%,79.0,0.0,167.728237791932,https://www.gemeindewerke-umkirch.de/de/Strom/Stromkennzeichung,,Vinzenz-Kremp-Weg 1,79224,Umkirch,https://www.gemeindewerke-umkirch.de,,A,x,,,,,,,,,
369,True,True,Gemeindewerke Waging,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-waging.de/strom,nicht aktuell,Salzburger Str. 1,83329,Waging am See,https://www.gemeindewerke-waging.de,,A,x,"nur 2% normalstrom, erfüllt aber keine zuätzlichen kriterien",,,,,,,,
370,True,True,Gemeindewerke Waldfischbach-Burgalben,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-wabu.de/index.php?view=content&ID_NODE_VIEW=2&ID_NODE_AKTIV=2,nicht aktuell,,,,,,A,x,,,,,,,,,
371,True,True,Gemeindewerke Weidenthal,10.20%,34.50%,8.90%,1.10%,45.30%,0.00%,100.00%,44.50%,18.65%,63.07%,16.27%,2.01%,0.00%,81.35%,390.0,0.0003,712.979890310786,https://www.swk-kl.de/fileadmin/data/downloads/pdfs/strommix/2017-11-09_Energietra__germix_weidenthal_2017.pdf,,Ramsteiner Weg 2,67685,Weilerbach,https://www.weidenthal.de/gemeindewerke/,,A,x,,,,,,,,,
372,True,True,Gemeindewerke Wendelstein,6.50%,19.00%,7.80%,1.20%,52.90%,12.70%,100.10%,28.00%,13.80%,40.34%,16.56%,2.55%,26.96%,59.45%,227.0,0.0002,481.953290870488,https://www.gemeindewerke-wendelstein.de/_obj/30F05E2F-A284-4CE1-93EA-46840DB9DDAF/outline/Energiemix-2017-fuer-2018.pdf,,Nürnberger Straße 5,90530,Wendelstein,https://www.gemeindewerke-wendelstein.de,,A,x,,,,,,,,,übernommen von den Stadtwerken Kaiserslautern
373,True,True,Gemeindewerke Wickede (Ruhr) GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gwwickede.de/information/stromkennzeichnung.html,nicht aktuell,,,,,,A,x,,,,,,,,,
374,True,True,Gemeindewerke Wildeck Obersuhl,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.wildeck-hessen.de/index.php/gemeindewerke/strompreise,nicht aktuell,Eisenacher Straße 98,36208,Wildeck Obersuhl,https://www.wildeck-hessen.de,,A,x,,,,,,,,x,tarife lassen keinen 100%igen Ökostrom erkennen
375,True,True,Gemeindewerke Wilhermsdorf,9.80%,26.80%,9.40%,0.90%,52.90%,0.20%,100.00%,37.10%,20.81%,56.90%,19.96%,1.91%,0.42%,78.77%,295.0,0.0003,626.326963906582,http://www.markt-wilhermsdorf.de/wp-content/uploads/2018/10/Stromkennzeichnung-2017.pdf,,,,,,,A,x,,,,,,,,,
376,True,True,Gemeindewerk Hördt,4.70%,15.60%,26.10%,0.60%,52.90%,0.10%,100.00%,42.30%,9.98%,33.12%,55.41%,1.27%,0.21%,89.81%,289.0,0.0001,613.588110403397,https://www.gemeindewerke-ruelzheim.de/xxximg/imgnews/energietraegermix2018.gif,,Am Deutschordensplatz 1,76761,Rülzheim,https://www.heroldsbach.de,,A,x,,,,,,,,,
377,True,True,Gemeindewerk Kaufungen GmbH & Co. KG - Eine Marke der Städtische Werke AG Kassel,1.40%,16.30%,1.50%,0.40%,50.10%,30.30%,100.00%,18.20%,2.81%,32.67%,3.01%,0.80%,60.72%,36.47%,177.0,0.0,354.709418837675,https://www.gemeindewerk-kaufungen.de/produkte/strom/,,,,,,,A,x,,,,,,,,,
378,True,True,Gemeindl. Werke Hengersberg,10.20%,26.90%,11.80%,1.30%,48.80%,1.00%,100.00%,40.00%,19.92%,52.54%,23.05%,2.54%,1.95%,78.13%,355.0,0.0003,693.359375,https://www.gw-hengersberg.de/strom/stromkennzeichnung.html,,Mimminger Straße 2,94491,Hengersberg,https://www.gw-hengersberg.de,,A,x,,,,,,,,,
379,True,True,Gemeindliche Stromversorgung Röttenbach,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.roettenbach-erh.de/stromversorgung/,nicht aktuell,Ringstr. 46,91341,Röttenbach,https://www.roettenbach-erh.de,,A,x,,,,,,,,,
380,True,True,gemeinsames Kommunalunternehmen Oberes Egertal,12.60%,15.50%,4.00%,0.70%,0.00%,67.20%,100.00%,20.20%,12.60%,15.50%,4.00%,0.70%,67.20%,20.20%,170.0,0.0003,170.0,http://www.g-ku.de/includes/docs/strom/Stromkennzeichnung__2019.pdf,FEHLER mit EEG,Wunsiedler Straße 30,95163,Weißenstadt,http://www.g-ku.de,,A,x,,,,,,,,,
381,True,,GEO Gesellschaft für Energieversorgung Ostalb mbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.geo-energie-ostalb.de/site/assets/files/1678/geo_stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
382,True,True,Georg Oest Mineralölwerk GmbH & Co KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,Georg-Oest-Str. 4,72250,Freudenstadt,https://www.oest.de,,A,x,Avia Strom Gesellschafter,,,,,,,,"Tankstelle (Vertrieb von Erdgas, Strom, Heizöl, Diesel, Holzpellets, Kraft- und Schmierstoffe)"
383,True,True,Getreidemühle Zwiefalten e.G.,19.20%,23.10%,2.70%,2.10%,52.90%,0.00%,100.00%,27.90%,40.76%,49.04%,5.73%,4.46%,0.00%,59.24%,224.0,0.0005,475.58386411889603,https://www.getreidemuehle-zwiefalten.de/gmz/index.php?idcat=3,,,,,,,A,x,,,,,,,,,
384,True,True,Gewerbepark Nürnberg-Feucht Versorgungs- und Abwasserentsorgungs GmbH,8.50%,25.10%,9.80%,1.50%,52.90%,2.20%,100.00%,36.40%,18.05%,53.29%,20.81%,3.18%,4.67%,77.28%,299.0,0.0002,634.819532908705,https://www.feucht-gw.de/fileadmin/FE_User/Dateien/GNF/Strom/Stromvertrieb/Produktinformationen/Stromkennzeichnung_GNF_2017.pdf,,Unterer Zeidlerweg 1,90537,Feucht,https://www.feucht-gw.de,,A,x,,,,,,,,,
385,True,True,GEW Wilhelmshaven GmbH,6.40%,23.90%,9.20%,1.10%,52.90%,6.40%,99.90%,34.20%,13.59%,50.74%,19.53%,2.34%,13.59%,72.61%,267.0,0.0002,566.8789808917202,https://www.gew-wilhelmshaven.de/havenstrom/,,Nahestraße 6,26382,Wilhelmshaven,https://www.gew-wilhelmshaven.de,,A,x,,,,,,,,,
386,True,True,GGEW Gruppen-Gas- und Elektrizitätswerk Bergstraße AG,7.80%,29.20%,6.50%,1.20%,52.90%,2.40%,100.00%,36.90%,16.56%,62.00%,13.80%,2.55%,5.10%,78.34%,305.0,0.0002,647.5583864118901,https://www.ggew.de/rechnungserklaerung/,,Dammstr. 68,64625,Bensheim,https://www.ggew.de,,A,x,,,,,,x,,,
387,True,True,goldgas GmbH,5.40%,16.70%,6.30%,1.10%,52.90%,17.60%,100.00%,24.10%,11.46%,35.46%,13.38%,2.34%,37.37%,51.17%,196.0,0.0001,416.13588110403396,https://www.goldgas.de/fileadmin/resources/downloads/privatkunden/strom/goldgas-2017-Stromkennzeichung-Website.pdf,,,,,,,A,x,,,,,,,,,
388,True,True,Greenline - alternative energien GmbH,5.20%,25.10%,5.80%,1.00%,52.90%,9.90%,99.90%,31.90%,11.04%,53.29%,12.31%,2.12%,21.02%,67.73%,283.0,0.0001,600.849256900212,https://www.greenline.de/tankstellen/stromkennzeichnung,,Edelmannstr. 22,39218,Schönebeck,https://www.ggew.de,,A,x,,,,,,,,,
389,True,True,Greenpeace Energy eG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.greenpeace-energy.de/rechtliches/energiewirtschaft.html#c17305,,Hongkongstr. 10,20457,Hamburg,https://www.greenpeace-energy.de,,X,,,,,,,,,,
390,True,True,gridX GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://gridx.de/,nicht vorhanden,,,,,,A,x,,,,,,,,,
391,True,True,grün.power GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://gruenpower.eu/stromkennzeichnung,,An der Fahrt 5,55124,Mainz,https://gruenpower.eu,,X,,,,,,,,,,
392,True,True,Grüner Funke - eine Marke der Fuxx-Die Sparenergie GmbH,5.64%,17.36%,6.50%,1.04%,52.94%,16.52%,100.00%,24.90%,11.98%,36.89%,13.81%,2.21%,35.10%,52.91%,203.0,0.0002,431.364215894603,https://gruenerfunke.de/rechtliches/stromkennzeichnung/,,,,,,,A,x,,,,,,,,,
393,True,,grünES GmbH,0.00%,0.00%,0.00%,0.00%,54.70%,45.30%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gruen-es.de/oekostrom,FEHLER mit EEG,,,,,,,,,,,,,,,,
394,True,True,Grünstromwerk Vertriebs GmbH,0.00%,0.00%,0.00%,0.00%,52.80%,47.20%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gruenstromwerk.de/unser-strommix,,Englische Planke 2,20459,Hamburg,https://www.gruenstromwerk.de,,X,? Nutzt u.a. Blockheitzkraftwerke für dezentrale Versorgung,,,,?,,,,,Spezialisiert auf Solarstrom und dezentrale Versorgungslösungen
395,True,True,Grünwelt - eine Marke der Stromio GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gruenwelt.de/stromkennzeichnung.html,nicht aktuell,Girmes-Kreuz-Str. 55,41564,Kaarst,https://www.gruenwelt.de,,A,x,Marke der Stromio GmbH,,,,,,,,
396,True,True,Grünwelt Wärmestrom GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gruenwelt.de/stromkennzeichnung.html,nicht aktuell,,,,,,A,x,,,,,,,,,
397,True,True,GSW Gemeinschaftsstadtwerke GmbH Kamen - Bönen - Bergkamen,8.80%,23.50%,11.00%,1.50%,52.90%,2.20%,99.90%,36.00%,18.68%,49.89%,23.35%,3.18%,4.67%,76.43%,280.0,0.0002,594.47983014862,https://www.gsw-kamen.de/energie-wasser/privatkunden/strom/produkte-und-preise/gsw-strom-privat-basis,,Poststraße 4,59174,Kamen,https://www.gsw-kamen.de,,A,x,,,,,,,,,
398,True,True,GWG Grevenbroich GmbH,7.10%,30.00%,3.20%,0.40%,52.80%,6.50%,100.00%,33.60%,15.04%,63.56%,6.78%,0.85%,13.77%,71.19%,319.0,0.0002,675.847457627119,https://www.new-energie.de/sites/new-energie.de/files/website/main-navigation/strom/stromkennzeichnung_der_new_energie.pdf,,Nordstrasse 36,41515,Grevenbroich,https://www.gwg-grevenbroich.de,,A,x,,,,,,,,,Certreten durch: NEW Niederrhein Energie und Wasser GmbH
399,True,True,GWS Stadtwerke Hameln GmbH,5.20%,24.80%,5.80%,1.00%,52.90%,10.30%,100.00%,31.60%,11.04%,52.65%,12.31%,2.12%,21.87%,67.09%,280.0,0.0001,594.47983014862,https://www.stadtwerke-hameln.de/produkte/strom/stromkennzeichnung.html,,Hafenstrasse 14,31785,Hameln,https://www.stadtwerke-hameln.de,,A,x,,,,,,,,,
400,True,True,Halberstadtwerke GmbH,8.10%,22.70%,8.90%,1.20%,50.60%,8.60%,100.10%,32.80%,16.40%,45.95%,18.02%,2.43%,17.41%,66.40%,265.0,0.0002,536.437246963563,https://www.halberstadtwerke.de/privatkunden/strom/wissenswertes/energietraegermix.html,,,,,,,A,x,,,,,,,,,
401,True,True,HAMBURG ENERGIE GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.hamburgenergie.de/oekostrom/unsere-stromtarife/,,Billhorner Deich 2,20539,Hamburg,https://www.hamburgenergie.de/,,R,,,,,,,,TÜV Nord,,
402,True,True,Harz Energie GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.harzenergie.de/comfortstrom,nicht aktuell,Lasfelder Str. 10,37520,Osterode,https://www.harzenergie.de,,A,x,,,,,,,,,
403,True,True,Havelstrom Zehdenick GmbH,17.40%,21.20%,7.40%,0.90%,53.00%,0.10%,100.00%,29.50%,37.02%,45.11%,15.74%,1.91%,0.21%,62.77%,184.0,0.0005,391.489361702128,https://www.stadtwerke-zehdenick.de/netznutzung.html,,Schleusenstraße 22,16792,Zehdenick,https://www.stadtwerke-zehdenick.de,,A,x,,,,,,,,,
404,True,True,Heinrich Klöcker GmbH & Co.KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.kloecker.de/privatkunden/avia-strom.html#c15512,nicht aktuell,Ahauser Straße 21,46325,Borken,https://www.kloecker.de,,A,x,Avia Strom Gesellschafter,,,,,,,,Avia Strom Gesellschafter
