Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,,switch green - in Kooperation mit der LichtBlick SE,0.00%,0.00%,0.00%,0.00%,53.00%,47.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.lichtblick.de/privatkunden/oekostrom/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,SWK Energie GmbH,6.00%,21.70%,4.12%,4.54%,51.63%,12.00%,99.99%,30.36%,12.40%,44.86%,8.52%,9.39%,24.81%,62.77%,269.0,0.0002,556.129832540831,https://www.swk.de/privatkunden/energie/strom/strommix-der-swk.html,,,,,,,,,,,,,,,,,
True,,SWN Stadtwerke Neumünster GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-neumuenster.de/energie/strom/allgemeines-zu-swn-strom/,nicht aktuell,,,,,,,,,,,,,,,,
True,,SWN Stadtwerke Neustadt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://swn-nec.de/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,SWR Energie GmbH & Co. KG,15.10%,20.90%,6.00%,1.00%,52.90%,4.00%,99.90%,27.90%,32.06%,44.37%,12.74%,2.12%,8.49%,59.24%,234.0,0.0004,496.815286624204,https://www.stadtwerke-roedental.de/images/pdfs/strom/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,SWU Energie GmbH,2.60%,39.30%,2.60%,0.60%,47.30%,5.50%,97.90%,42.50%,4.93%,74.57%,4.93%,1.14%,10.44%,80.65%,428.0,0.0001,812.144212523719,https://www.swu.de/fileadmin/content/energie-wasser/strom/SWU-Strommix.pdf,FEHLER keine 100 Proent,,,,,,,,,,,,,,,,
True,,SWV Regional GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.swv-regional.de/fileadmin/user_upload/swv-r/service/Stromkennzeichnung_SWVR.pdf,,,,,,,,,,,,,,,,,
True,,Technische Werke der Gemeinde Losheim GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.twl-losheim.de/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Technische Werke Naumburg GmbH,8.77%,30.76%,7.12%,0.51%,52.52%,0.33%,100.01%,38.39%,18.47%,64.79%,15.00%,1.07%,0.70%,80.86%,347.0,0.0002,730.8340353833189,https://www.twn-naumburg.de/fileadmin/user_upload/Strom_Privatkunden/Informationen/TW_Naumburg_Strom_2017_Stromzusammensetzung_Seite_1.pdf,,,,,,,,,,,,,,,,,
True,,TOTAL Energie Gas GmbH,0.80%,2.41%,0.65%,0.15%,50.82%,45.17%,100.00%,3.21%,1.63%,4.90%,1.32%,0.31%,91.85%,6.53%,28.0,0.0,56.9337128914193,http://www.gas-strom.total.de/stromkennzeichnung,,,,,,,,,,,,,,,,,
True,,TWS Technische Werke der Gemeinde Saarwellingen GmbH,9.40%,32.30%,3.40%,0.60%,52.90%,1.40%,100.00%,36.30%,19.96%,68.58%,7.22%,1.27%,2.97%,77.07%,349.0,0.0003,740.976645435244,https://www.tws-saarwellingen.de/fileadmin/_processed_/8/d/csm_Stromkennzeichnung_TWS_2017_3442de89e0.jpg,,,,,,,,,,,,,,,,,
True,,Überlandwerk Eppler GmbH,7.70%,36.70%,8.60%,1.40%,45.30%,0.30%,100.00%,46.70%,14.08%,67.09%,15.72%,2.56%,0.55%,85.37%,415.0,0.0002,758.683729433272,http://www.ueberlandwerk.de/download/Strommix_aus_Daten_2017.pdf,,,,,,,,,,,,,,,,,
True,,ubitricity Gesellschaft für verteilte Energiesysteme mbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ubitricity.com/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Verbandsgemeindewerk Dannstadt-Schauernheim,8.60%,28.70%,8.50%,1.30%,52.90%,0.00%,100.00%,38.50%,18.26%,60.93%,18.05%,2.76%,0.00%,81.74%,324.0,0.0002,687.8980891719749,http://www.vg-werk-dannstadt-schauernheim.de/PDF/Energietr%C3%A4germix%202017.pdf,,,,,,,,,,,,,,,,,
True,,Versorgungsbetriebe Röttingen,12.10%,28.40%,5.60%,0.90%,52.90%,0.10%,100.00%,34.90%,25.69%,60.30%,11.89%,1.91%,0.21%,74.10%,306.0,0.0003,649.6815286624201,http://www.roettingen.de/fileadmin/Dateien/Dateien/Versorgungsbetriebe/Veroeffentlichungen/Stromkennzeichnung_der_Stromlieferung_2017.pdf,,,,,,,,,,,,,,,,,
True,,Ver- und Entsorgungsgesellschaft mbH Sersheim,6.60%,31.70%,7.40%,1.20%,52.90%,0.10%,99.90%,40.30%,14.01%,67.30%,15.71%,2.55%,0.21%,85.56%,358.0,0.0002,760.084925690021,https://www.ves-sersheim.de/uploads/media/stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,ViShare - in Kooperation mit der Digital Energy Solutions GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.viessmann.de/de/vishare-energy-community.html#,nicht aktuell,,,,,,,,,,,,,,,,
True,,voltera - eine Marke der Energy2day GmbH,7.40%,24.00%,8.50%,3.40%,20.20%,36.50%,100.00%,35.90%,9.27%,30.08%,10.65%,4.26%,45.74%,44.99%,331.0,0.0003,414.786967418546,https://voltera.de/allgemeines/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Warsteiner Verbundgesellschaft mbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.wvg-energie.de/language=de/1312/stromkennzeichnung,nicht aktuell,,,,,,,,,,,,,,,,
True,,"WEP Wärme-, Energie- und Prozesstechnik GmbH",8.30%,25.50%,11.60%,1.50%,52.90%,0.20%,100.00%,38.60%,17.62%,54.14%,24.63%,3.18%,0.42%,81.95%,302.0,0.0002,641.188959660297,https://www.wep-h.de/site/assets/files/1037/stromkennzeichnung_2017_in_2018_fur_2019_gramstadt.pdf,,,,,,,,,,,,,,,,,
True,,Westfalen AG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://westfalen.com/de/de/strom/haeufige-fragen/,nicht aktuell,,,,,,,,,,,,,,,,
True,,WestfalenWIND Strom GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.westfalenwind.de/strom-kaufen/unsere-tarife/wws-hochstift/,nicht aktuell,,,,,,,,,,,,,,,,
True,,WIND LINE,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.wind-line.de/,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,,
True,,Windströöm - eine Marke der Windkraftmining GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.windströöm.de/de/warum-windstroeoem,nicht aktuell,,,,,,,,,,,,,,,,
True,,WSE Energiedienstleistungen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.wse-energie.de/Strommix.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Wunderwerk AG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://wunderwerk.ag/rechtliches/stromkennzeichnung/,FEHLER nur Deutschlandmix,,,,,,,,,,,,,,,,
